"Species","trait_name","value"
"Leucophyta brownii","Flower Colour","White, Yellow"
"Leucophyta brownii","Flowering Time","Spring, Autumn"
"Leucophyta brownii","Ph Level","Acid, Neutral, Alkaline"
"Leucophyta brownii","Soil Type","Sandy, Sandy loam, Potting mix, Saline"
"Leucophyta brownii","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Coastal garden, Drought resistant"
"Leucophyta brownii","Climate Zone","Warm temperate, Cool temperate, Mediterranean, Semi-arid"
"Leucophyta brownii","Light","Sunny, Light shade"
"Leucophyta brownii","Growth Habit","Evergreen, Dense foliage, Spreading, Mound-shaped"
"Leucophyta brownii","Lifespan","Perennial"
"Leucophyta brownii","Soil Moisture","Dry, Well-drained"
"Leucophyta brownii","Frost Tolerance","Tolerates light frost"
"Leucophyta brownii","Plant Usage","Topiary, Groundcover, Feature plant, Border plant, Attractive foliage, Wow factor"
"Leucophyta brownii","Special Uses","Erosion control, Playground friendly"
"Leucophyta brownii","Attracts Wildlife","Butterflies, Lizards"
"Leucophyta brownii","description","The spectacular silver foliage are complemented by lemon yellow flowers on a mounding small perennial plant. This is an outstanding plant that is salt and wind resistant for coastal areas. Use it to give a lift to any slightly shady parts of the garden where it can be planted at the front of borders or in a sunny rockery. It also makes a lovely potted plant for a sunny courtyard. Trim off the spent flowers at the end of summer."
"Libertia paniculata","Scientific Name","Libertia paniculata"
"Libertia paniculata","Family","Iridaceae"
"Libertia paniculata","Common Name","Libertia"
"Libertia paniculata","Other Common Names","Grass Flag"
"Libertia paniculata","Plant Type","Grass or grass-like, Clumping perennial, Bulb or bulb-like"
"Libertia paniculata","Height","0.5 ~ 0.7 metres"
"Libertia paniculata","Width","0.2 ~ 0.5 metres"
"Libertia paniculata","Flower Colour","White"
"Libertia paniculata","Flowering Time","Spring"
"Libertia paniculata","Ph Level","Acid, Neutral, Alkaline"
"Libertia paniculata","Soil Type","Clay, Loamy, Sandy loam, Clay loam, Potting mix"
"Libertia paniculata","Plant Environment","Courtyard, Container growing, Cottage garden, Flower garden"
"Libertia paniculata","Climate Zone","Sub-tropical, Warm temperate, Cool temperate"
"Libertia paniculata","Light","Light shade, Half shade"
"Libertia paniculata","Growth Habit","Weeping"
"Libertia paniculata","Lifespan","Perennial"
"Libertia paniculata","Soil Moisture","Moist moderate drainage"
"Libertia paniculata","Propagation Method","Seed, Bulb, Division"
"Libertia paniculata","Frost Tolerance","Tolerates light frost"
"Libertia paniculata","Plant Usage","Feature plant, Border plant"
"Libertia paniculata","Special Uses","Playground friendly"
"Libertia paniculata","Attracts Wildlife","Butterflies, Other insects"
"Libertia paniculata","description","Libertia is a charming small rainforest perennial plant for moist, semi-shaded positions. It has arching glossy strap leaves and starry white flowers in spring and summer which are set off nicely against the mid green foliage. Grows to around half a metre high and wide, and does well in most soil types. Frost tolerant. If the plant becomes untidy, it can be cut back hard and it will reshoot from underground rhizomes. Propagate from seed, which can be slow to germinate."
"Linum marginale","Scientific Name","Linum marginale"
"Linum marginale","Family","Linaceae"
"Linum marginale","Common Name","Native Flax"
"Linum marginale","Plant Type","Grass or grass-like, Clumping perennial"
"Linum marginale","Height","0.4 ~ 0.6 metres"
"Linum marginale","Width","0.2 ~ 0.3 metres"
"Linum marginale","Flower Colour","Blue"
"Linum marginale","Flowering Time","Spring"
"Linum marginale","Ph Level","Acid, Neutral, Alkaline"
"Linum marginale","Soil Type","Sandy, Clay, Loamy, Sandy loam, Clay loam, Poor soil"
"Linum marginale","Plant Environment","Low maintenance garden, Cottage garden, Flower garden, Cold climate, Drought resistant"
"Linum marginale","Climate Zone","Warm temperate, Cool temperate, Mediterranean, Cool, Semi-arid"
"Linum marginale","Light","Sunny, Light shade"
"Linum marginale","Soil Moisture","Well-drained"
"Linum marginale","Propagation Method","Seed"
"Linum marginale","Frost Tolerance","Tolerates heavy frost, Tolerates light frost"
"Linum marginale","Plant Usage","Border plant"
"Linum marginale","Special Uses","Edible"
"Linum marginale","Attracts Wildlife","Other insects"
"Linum marginale","description","A short lived perennial with sky blue flowers in spring and summer, followed by seed pods with numerous edible seeds. Like commercial flax, the stem of native flax produces useful fibres as well. Can be grown in most soil types in sun or part shade, tolerates frost and dry spells. The plant tends to die back in late summer, and reshoot. Can be mistaken for Wahlenbergia, as it looks similar."
"Livistonia australis","Scientific Name","Livistonia australis"
"Livistonia australis","Family","Arecaceae"
"Livistonia australis","Common Name","Cabbage tree palm"
"Livistonia australis","Plant Type","Small tree, Large tree"
"Livistonia australis","Height","10 ~ 20 metres"
"Livistonia australis","Width","5 ~ 6 metres"
"Livistonia australis","Flower Colour","Cream"
"Livistonia australis","Flowering Time","Autumn, Winter"
"Livistonia australis","Ph Level","Acid, Neutral"
"Livistonia australis","Soil Type","Sandy, Loamy, Sandy loam, Clay loam, Poor soil"
"Livistonia australis","Plant Environment","Low maintenance garden"
"Livistonia australis","Climate Zone","Sub-tropical, Warm temperate, Mediterranean"
"Livistonia australis","Light","Sunny, Light shade, Half shade, Heavy shade"
"Livistonia australis","Growth Habit","Evergreen, Column-shaped"
"Livistonia australis","Lifespan","Perennial"
"Livistonia australis","Soil Moisture","Dry, Well-drained, Moist moderate drainage"
"Livistonia australis","Propagation Method","Seed"
"Livistonia australis","Frost Tolerance","Not frost tolerant"
"Livistonia australis","Plant Usage","Feature plant"
"Livistonia australis","description","A tall and handsome palm with glossy fan shaped leaves and large cream flowers in autumn and winter. It can grow to 20 metres tall, but can be used as a pot plant while small. The early colonists wove hats from the leaves and the aboriginals used them to make bags, baskets and fishing nets. It is frost tender. Be aware that the leaf shafts have sharp spines which make clean up time rather painful unless you are wearing thick gloves."
"Lomandra longifolia","Scientific Name","Lomandra longifolia"
"Lomandra longifolia","Family","Asparagaceae"
"Lomandra longifolia","Common Name","Lomandra"
"Lomandra longifolia","Plant Type","Ground cover, Grass or grass-like, Clumping perennial"
"Lomandra longifolia","Height","0.5 ~ 1 metre"
"Lomandra longifolia","Width","0.5 metres"
"Lomandra longifolia","Flower Colour","Yellow, Gold"
"Lomandra longifolia","Flowering Time","Spring, Summer"
"Lomandra longifolia","Ph Level","Acid, Neutral, Alkaline"
"Lomandra longifolia","Soil Type","Sandy, Loamy, Sandy loam, Clay loam, Poor soil"
"Lomandra longifolia","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Coastal garden, Drought resistant"
"Lomandra longifolia","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Cool, Semi-arid"
"Lomandra longifolia","Light","Sunny, Light shade"
"Lomandra longifolia","Growth Habit","Evergreen, Dense foliage, Mound-shaped"
"Lomandra longifolia","Lifespan","Perennial"
"Lomandra longifolia","Soil Moisture","Dry, Well-drained, Moist moderate drainage"
"Lomandra longifolia","Frost Tolerance","Tolerates light frost"
"Lomandra longifolia","Plant Usage","Groundcover, Feature plant, Attractive foliage"
"Lomandra longifolia","Special Uses","Edible, Erosion control, Pollution tolerant, Fast growing, Playground friendly"
"Lomandra longifolia","Attracts Wildlife","Bees, Seed eating birds, Other insects, Lizards"
"Lomandra longifolia","description","A great new larger growing Lomandra with a slim, upright and symmetrical habit. Very tough for gardens and large landscaping projects, and is a good hard wearing yet soft to fall on plant for kids playgrounds. It has vibrant green foliage with profuse perfumed golden yellow flowers. It is hardy and easy care for sub tropical to cool climates. Good for coastal sites and tolerates moderate frost. Grows to a metre high and wide.
Cut back hard if needed to tidy, and the plant will reshoot from the underground rhizome. Likes well drained soil. The seeds are edible."
"Lomandra longifolia","Scientific Name","Lomandra longifolia"
"Lomandra longifolia","Family","Asparagaceae"
"Lomandra longifolia","Common Name","Lomandra"
"Lomandra longifolia","Other Common Names","Mat Rush"
"Lomandra longifolia","Plant Type","Ground cover, Grass or grass-like, Clumping perennial"
"Lomandra longifolia","Height","0.5 ~ 0.6 metres"
"Lomandra longifolia","Width","0.5 ~ 0.6 metres"
"Lomandra longifolia","Flower Colour","Cream, Yellow"
"Lomandra longifolia","Flowering Time","Spring, Summer"
"Lomandra longifolia","Ph Level","Acid, Neutral"
"Lomandra longifolia","Soil Type","Sandy, Loamy, Sandy loam, Clay loam, Poor soil"
"Lomandra longifolia","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Cold climate, Coastal garden, Drought resistant"
"Lomandra longifolia","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Cool"
"Lomandra longifolia","Light","Sunny, Light shade"
"Lomandra longifolia","Growth Habit","Evergreen, Dense foliage, Spreading, Mound-shaped"
"Lomandra longifolia","Lifespan","Perennial"
"Lomandra longifolia","Soil Moisture","Dry, Well-drained, Moist moderate drainage"
"Lomandra longifolia","Frost Tolerance","Tolerates heavy frost, Tolerates light frost"
"Lomandra longifolia","Plant Usage","Groundcover, Border plant"
"Lomandra longifolia","Special Uses","Edible, Erosion control, Pollution tolerant, Playground friendly"
"Lomandra longifolia","Attracts Wildlife","Bees, Seed eating birds, Other insects, Lizards"
"Lomandra longifolia","description","An easy care and very dense growing lime green Lomandra that has proven to be as tough as nails for both garden and landscaping work. The fine foliage grows into a symmetrical clump which is very ground covering, self mulching and deterring weed growth. Tolerant of heavy frost and drought, it likes a well drained soils. Best in acid to neutral soil, from sub tropical to cool climates. If it becomes untidy, simply cut back hard to encourage fresh new growth, wear gloves to avoid scratches from leaf edges. The seeds are edible."
"Lomandra longifolia","Scientific Name","Lomandra longifolia"
"Lomandra longifolia","Family","Lomandracee"
"Lomandra longifolia","Common Name","Lomandra"
"Lomandra longifolia","Plant Type","Ground cover, Grass or grass-like, Clumping perennial"
"Lomandra longifolia","Height","0.5 ~ 0.6 metres"
"Lomandra longifolia","Width","0.5 ~ 0.6 metres"
"Lomandra longifolia","Flower Colour","Cream, Yellow"
"Lomandra longifolia","Flowering Time","Spring, Summer"
"Lomandra longifolia","Ph Level","Acid, Neutral, Alkaline"
"Lomandra longifolia","Soil Type","Sandy, Clay, Loamy, Sandy loam, Clay loam, Potting mix, Poor soil"
"Lomandra longifolia","Plant Environment","Low maintenance garden, Courtyard, Container growing, Cold climate, Coastal garden, Drought resistant"
"Lomandra longifolia","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Cool, Semi-arid"
"Lomandra longifolia","Light","Sunny, Light shade, Half shade"
"Lomandra longifolia","Growth Habit","Evergreen, Dense foliage, Weeping"
"Lomandra longifolia","Lifespan","Perennial"
"Lomandra longifolia","Soil Moisture","Dry, Well-drained, Moist moderate drainage"
"Lomandra longifolia","Frost Tolerance","Tolerates light frost"
"Lomandra longifolia","Plant Usage","Border plant"
"Lomandra longifolia","Special Uses","Erosion control, Pollution tolerant, Fast growing, Playground friendly"
"Lomandra longifolia","Attracts Wildlife","Bees, Seed eating birds, Lizards"
"Lomandra longifolia","description","The verdant, dark green, narrow foliage is the outstanding feature of this ultra-tough, long-lived lomandra. The fine leaves and slightly weeping habit give this versatile lomandra a beautiful tussocky, grass-like appearance that makes it one of the best landscape plants on the market. It produces slightly fragrant flowers amongst the foliage and is perfect for borders, mass landscape plantings and is safe for playground use as well.
It is virtually maintenance free but can be cut back to the ground every few years if it starts to develop too much dead foliage."
"Lomandra filiformis","Scientific Name","Lomandra filiformis"
"Lomandra filiformis","Family","Lomandraceae"
"Lomandra filiformis","Common Name","Mat Rush"
"Lomandra filiformis","Plant Type","Grass or grass-like"
"Lomandra filiformis","Height","0.3 ~ 0.4 metres"
"Lomandra filiformis","Width","0.3 ~ 0.4 metres"
"Lomandra filiformis","Ph Level","Acid, Neutral"
"Lomandra filiformis","Soil Type","Sandy, Clay, Loamy, Sandy loam, Clay loam, Poor soil"
"Lomandra filiformis","Plant Environment","Low maintenance garden, Poolside, Container growing, Coastal garden, Drought resistant"
"Lomandra filiformis","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Cool, Semi-arid"
"Lomandra filiformis","Light","Sunny, Light shade"
