"study","species","trait_name","value","trait_name_original","value_original","newspecies"
"Gardensonline","Euphorbia Lipstick","flower_period","Summer","Flowering Time","January, February, March, April, August, September, October, November, December",
"Gardensonline","Fagus sylvatica Purpurea","flower_period","Spring","Flowering Time","September, October, November",
"Gardensonline","Fortunella japonica Marumi","flower_period","Winter","Flowering Time","June, July, August, September, October, November",
"Gardensonline","Fraxinus excelsior Pendula","flower_period","Spring","Flowering Time","September, October",
"Gardensonline","Fuchsia Trailing","flower_period","Summer","Flowering Time","January, February, September, October, November, December",
"Gardensonline","Fuchsia Upright","flower_period","Summer","Flowering Time","January, February, March, April, May, October, November, December",
"Gardensonline","Gardenia augusta Magnifica","flower_period","Summer","Flowering Time","January, February, March, December",
"Gardensonline","Gaura lindheimeri Siskiyou Pink","flower_period","Summer","Flowering Time","January, February, March, April, September, October, November, December",
"Gardensonline","Gazania","flower_period","Summer","Flowering Time","January, September, October, November, December",
"Gardensonline","Gazania tomentosa","flower_period","Summer","Flowering Time","January, February, March, October, November, December",
"Gardensonline","Geranium Stephanie","flower_period","Spring","Flowering Time","October, November",
"Gardensonline","Geranium cantabrigiense Biokovo","flower_period","Summer","Flowering Time","January, February, November, December",
"Gardensonline","Geranium Patricia Brempat","flower_period","Summer","Flowering Time","January, February, November, December",
"Gardensonline","Gladiolus Grandiflorus","flower_period","Summer","Flowering Time","January, November, December",
"Gardensonline","Gladiolus Bambino","flower_period","Summer","Flowering Time","January, February, November, December",
"Gardensonline","Globba Red Dragon","flower_period","Summer","Flowering Time","January, February, March, April, December",
"Gardensonline","Grevillea Honeyeater Heaven","flower_period","Winter","Flowering Time","June, July, August, September, October, November",
"Gardensonline","Grevillea Ivory Whip","flower_period","Summer","Flowering Time","January, February, March, April, May, June, July, August, September, October, November, December",
"Gardensonline","Grevillea Nana","flower_period","Summer","Flowering Time","January, February, March, April, May, June, July, August, September, October, November, December",
"Gardensonline","Grevillea lanigera Prostrate form","flower_period","Winter","Flowering Time","July, August, September, October, November, December",
"Gardensonline","Grevillea thelmanniana Red Lantern","flower_period","Summer","Flowering Time","January, February, March, April, September, October, November, December",
"Gardensonline","Grevillea montis cole subsp brevistyla","flower_period","Summer","Flowering Time","January, February, March, October, November, December",
"Gardensonline","Grevillea tripartita subsp Macrostylis","flower_period","Summer","Flowering Time","January, February, September, October, November, December",
"Gardensonline","Grevillea baueri subsp Asperula","flower_period","Winter","Flowering Time","June, July, August, September, October, November",
"Gardensonline","Grevillea longistyla Johnsonii","flower_period","Spring","Flowering Time","October, November, December",
"Gardensonline","Hebe Inspiration","flower_period","Summer","Flowering Time","January, February, March, April, May, November, December",
"Gardensonline","Hebe Wiri Charm","flower_period","Summer","Flowering Time","January, February, March, October, November, December",
"Gardensonline","Hebe Wiri Cloud","flower_period","Summer","Flowering Time","January, February, March, October, November, December",
"Gardensonline","Hebe Watson Pink","flower_period","Summer","Flowering Time","January, February, March, November, December",
"Gardensonline","Hebe Wiri Vogue","flower_period","Summer","Flowering Time","January, February, March, April, May, November, December",
"Gardensonline","Hebe speciosa Sandra Joy","flower_period","Autumn","Flowering Time","March, April, May, June",
"Gardensonline","Helenium Rauchtopas","flower_period","Summer","Flowering Time","January, February, March, April, December",
"Gardensonline","Helenium Rubinzwerg","flower_period","Summer","Flowering Time","January, February, March, December",
"Gardensonline","Helleborus argutifolius sny Hlividus subsp Corsicus","flower_period","Winter","Flowering Time","June, July, August, September",
"Gardensonline","Hemerocallis","flower_period","Summer","Flowering Time","January, February, March, April, September, October, November, December",
"Gardensonline","Heuchera","flower_period","Summer","Flowering Time","January, September, October, November, December",
"Gardensonline","Heuchera micrantha diversifolia Palace Purple","flower_period","Summer","Flowering Time","January, December",
"Gardensonline","Hibiscus Fantasia","flower_period","Summer","Flowering Time","January, November, December",
"Gardensonline","Hibiscus rosasinensis Mrs George Davis","flower_period","Summer","Flowering Time","January, February, March, April, May, June, July, November, December",
"Gardensonline","Hippeastrum","flower_period","Spring","Flowering Time","September, October, November, December",
"Gardensonline","Hosta Large Cultivars","flower_period","Summer","Flowering Time","February, March",
"Gardensonline","Hosta Medium Cultivars","flower_period","Summer","Flowering Time","February, March",
"Gardensonline","Hosta Small Cultivars","flower_period","Summer","Flowering Time","February, March",
"Gardensonline","Hydrangea macrophylla Shooting Star","flower_period","Summer","Flowering Time","January, February, March, December",
"Gardensonline","Hypericum patulum Hidcote","flower_period","Summer","Flowering Time","January, February, March, April, May, October, November, December",
"Gardensonline","Hypericum moserianum Tricolour","flower_period","Summer","Flowering Time","January, February, March, April, May, December",
"Gardensonline","Ilex crenata Helleri","flower_period","Summer","Flowering Time","January, February",
"Gardensonline","Iresine lindenii Formosa","flower_period","Autumn","Flowering Time","April, May, June, July",
"Gardensonline","Isopogon Cuneatus","flower_period","Winter","Flowering Time","July, August, September, October",
"Gardensonline","Ixora coccinea Maui Sunset","flower_period","Summer","Flowering Time","January, February, March, April, May, June, July, August, September, October, November, December",
"Gardensonline","Kalanchoe","flower_period","Winter","Flowering Time","August, September, October, November",
"Gardensonline","Kerria Japonica","flower_period","Spring","Flowering Time","September, October, November",
"Gardensonline","Kniphofia","flower_period","Summer","Flowering Time","January, February, March, April, December",
"Gardensonline","Laburnum waterii Vossii","flower_period","Spring","Flowering Time","September, October, November",
"Gardensonline","Lagerstroemia indica fauriei Acoma","flower_period","Summer","Flowering Time","January, February, March, December",
"Gardensonline","Lagerstroemia indica fauriei Miami","flower_period","Summer","Flowering Time","January, February, March, December",
"Gardensonline","Lagerstroemia indica fauriei Osage","flower_period","Summer","Flowering Time","January, February, March, December",
"Gardensonline","Lantana camara Cultivars","flower_period","Summer","Flowering Time","January, February, March, April, May, September, October, November, December",
"Gardensonline","Lapageria Rosea","flower_period","Summer","Flowering Time","January, February, March, April, December",
"Gardensonline","Lavandula pedunculata subsp pedunculata Australian varieties","flower_period","Winter","Flowering Time","August, September, October, November, December",
"Gardensonline","Lavandula stoechas subsp pedunculata Avonview","flower_period","Autumn","Flowering Time","April, May, June, July, August, September",
"Gardensonline","Lavandula stoechas Helmsdale","flower_period","Autumn","Flowering Time","April, May, June, July, August, September",
"Gardensonline","Lavandula angustifolia Munstead","flower_period","Spring","Flowering Time","October, November, December",
"Gardensonline","Lavandula pedunculata subsp pedunculata Sensation TM","flower_period","Winter","Flowering Time","August, September, October, November, December",
"Gardensonline","Lavandula pinnata Sidonie","flower_period","Summer","Flowering Time","January, February, March, April, August, September, October, November, December",
"Gardensonline","Lechenaultia biloba Electric Blue","flower_period","Winter","Flowering Time","August, September, October",
"Gardensonline","Leptospermum Little Bun","flower_period","Spring","Flowering Time","September, October, November",
"Gardensonline","Leucadendron","flower_period","Winter","Flowering Time","July, August, September",
"Gardensonline","Leucospermum","flower_period","Summer","Flowering Time","January, October, November, December",
"Gardensonline","Lilium Asiatic","flower_period","Summer","Flowering Time","January, February, September, October, November, December",
"Gardensonline","Lilium Martagon","flower_period","Summer","Flowering Time","January, February, November, December",
"Gardensonline","Lilium Oriental","flower_period","Summer","Flowering Time","January, February, November, December",
"Gardensonline","Lilium Oriental Hybrid Group Stargazer","flower_period","Summer","Flowering Time","January, February, March, November, December",
"Gardensonline","Loropetalum chinense Pink Cultivars","flower_period","Winter","Flowering Time","July, August, September",
"Gardensonline","Lycopersicon esculentum Oxheart","flower_period","Spring","Flowering Time","October, November, December",
"Gardensonline","Magnolia Deciduous","flower_period","Winter","Flowering Time","August, September, October",
"Gardensonline","Magnolia brooklynensis Elizabeth","flower_period","Spring","Flowering Time","September, October, November",
"Gardensonline","Malus Domestica","flower_period","Spring","Flowering Time","September, October",
"Gardensonline","Malus c3U0097 moerlandsii Profusion","flower_period","Spring","Flowering Time","September, October, November",
"Gardensonline","Malus Echtermeyer","flower_period","Spring","Flowering Time","September, October, November",
"Gardensonline","Malus domestica Granny Smith","flower_period","Spring","Flowering Time","September, October",
"Gardensonline","Malus domestica Jonathan","flower_period","Spring","Flowering Time","September, October",
"Gardensonline","Malus domestica Pink Lady","flower_period","Spring","Flowering Time","September, October",
"Gardensonline","Malus domestica Royal Gala","flower_period","Spring","Flowering Time","September, October",
"Gardensonline","Mandevilla Sun Parasol","flower_period","Summer","Flowering Time","January, February, March, April, May, September, October, November, December",
"Gardensonline","Mandevilla Diamantina Agathe White","flower_period","Summer","Flowering Time","January, February, March, April, May, June, July, August, October, November, December",
"Gardensonline","Mandevilla sanderi Sundaville series","flower_period","Summer","Flowering Time","January, February, April, June, September, October, November, December",
"Gardensonline","Mandevilla Aloha Red","flower_period","Summer","Flowering Time","January, February, March, April, May, June, October, November, December",
"Gardensonline","Metrosideros thomasii","flower_period","Summer","Flowering Time","January, February, April, May, October, November, December",
"Gardensonline","Murraya paniculata Min A Min","flower_period","Summer","Flowering Time","January, February, March, April, September, October, November, December",
"Gardensonline","Musa paradisiaca Lady Finger","flower_period","Summer","Flowering Time","January, February, November, December",
"Gardensonline","Muscari armeniacum Heavenly Blue","flower_period","Spring","Flowering Time","September, October, November",
"Gardensonline","Narcissus","flower_period","Winter","Flowering Time","August, September, October, November",
"Gardensonline","Narcissus cyclamineus Tete A Tete","flower_period","Spring","Flowering Time","September, October",
"Gardensonline","Nematanthus Tropicana","flower_period","Summer","Flowering Time","February, March, April, May, June, August, September, November, December",
